date,description,amount,type,confidence,raw
2026-03-24,PAYMENT - THANK YOU,-2666.15,credit,ok,"24 MAR 24 MAR PAYMENT - THANK YOU 2,666.15CR"
2026-03-09,Disney PLUS SINGAPORE SG,-29.9,debit,ok,09 MAR 07 MAR Disney PLUS SINGAPORE SG 29.90
2026-03-09,GP MCDONALD'S-SHELL TMN D KUALA LUMPUR,-18.6,debit,ok,09 MAR 06 MAR GP MCDONALD'S-SHELL TMN D KUALA LUMPUR 18.60
2026-03-09,OMEGA PORK NOODLE MIDVALLEY MY,-55.35,debit,ok,09 MAR 07 MAR OMEGA PORK NOODLE MIDVALLEY MY 55.35
2026-03-10,BLACKBIXON CAFE - PJ33 S_KMBANGAN MY,-87.0,debit,ok,10 MAR 09 MAR BLACKBIXON CAFE - PJ33 S_KMBANGAN MY 87.00
2026-03-10,OTTER.AI OTTER.Al CA 30.00 USD,-30.0,debit,ok,10 MAR 10 MAR OTTER.AI OTTER.Al CA 121.79 30.00 USD
2026-03-11,BUCOLIC F&B SDN BHD SHAH ALAM MY,-67.3,debit,ok,11 MAR 10 MAR BUCOLIC F&B SDN BHD SHAH ALAM MY 67.30
2026-03-12,PETRON ML3 JLN KLG LAM KUALA LUMPUR MY,-68.98,debit,ok,12 MAR 10 MAR PETRON ML3 JLN KLG LAM KUALA LUMPUR MY 68.98
2026-03-12,SEOUL GARDEN KORBI GRI PETALING JAYA MY,-272.0,debit,ok,12 MAR 11 MAR SEOUL GARDEN KORBI GRI PETALING JAYA MY 272.00
2026-03-12,OTTER.AI MOUNTAIN VIEW CA 30.00 USD,-30.0,debit,ok,12 MAR 11 MAR OTTER.AI MOUNTAIN VIEW CA 115.22CR 30.00 USD
2026-03-15,"ALI, MUTHU & AH HOCK P SELANGOR = MY",-32.0,debit,ok,"15 MAR 13 MAR ALI, MUTHU & AH HOCK P SELANGOR = MY 32.00"
2026-03-16,TNS LIVING-SG BULOH SUNGAI BULOH MY,-1588.0,debit,ok,"16 MAR 14 MAR TNS LIVING-SG BULOH SUNGAI BULOH MY 1,588.00"
2026-03-18,TNS LIVING SG BULOH SUN CR,1588.0,credit,ok,"18 MAR 14 MAR TNS LIVING SG BULOH SUN 1,588.00 CR"
2026-03-19,PSS-LOT 59 JLN AMPANG KUALA LUMPUR MY,-65.11,debit,ok,19 MAR 18 MAR PSS-LOT 59 JLN AMPANG KUALA LUMPUR MY 65.11
2026-03-24,GP IKEA-CHERAS KUALA LUMPUR,-335.0,debit,ok,24 MAR 20 MAR GP IKEA-CHERAS KUALA LUMPUR 335.00
2026-03-24,GP IKEA-CHERAS-RESTAURANT KUALA LUMPUR,-88.9,debit,ok,24 MAR 20 MAR GP IKEA-CHERAS-RESTAURANT KUALA LUMPUR 88.90
2026-03-24,ATO PETALING JAYA MY,-60.0,debit,ok,24 MAR 21 MAR ATO PETALING JAYA MY 60.00
2026-03-24,OMG HOME BKT JALIL SB KUALA LUMPUR MY,-1848.0,debit,ok,"24 MAR 21 MAR OMG HOME BKT JALIL SB KUALA LUMPUR MY 1,848.00"
2026-03-26,SPOTIFY STOCKHOLM — SE,-30.9,debit,ok,26 MAR 25 MAR SPOTIFY STOCKHOLM — SE 30.90
2026-03-29,PSS-CHERAS PERDANA = CHERAS MY 3 43667590165bb6353 000030936eo90 DOOOObLLYY Visa Signature cara number 4386 7590 1856 6353 009953-055183-05434 1/03-06,-63.76,debit,ok,29 MAR 28 MAR PSS-CHERAS PERDANA = CHERAS MY 63.76 3 43667590165bb6353 000030936eo90 DOOOObLLYY Visa Signature cara number 4386 7590 1856 6353 009953-055183-05434 1/03-06
2026-03-29,INFINITYCO OKR KUALA LUMPUR MY,-73.6,debit,ok,29 MAR 28 MAR INFINITYCO OKR KUALA LUMPUR MY 73.60
2026-03-30,JINDINGHUI CHI REST KUALA LUMPUR MY,-66.0,debit,ok,30 MAR 28 MAR JINDINGHUI CHI REST KUALA LUMPUR MY 66.00
2026-03-30,MONTIGO PETALING JAYA MY,-80.0,debit,ok,30 MAR 29 MAR MONTIGO PETALING JAYA MY 80.00
2026-03-31,GP DE MARKET KUALA LUMPUR,-6.0,debit,ok,31 MAR 30 MAR GP DE MARKET KUALA LUMPUR 6.00
2026-03-31,Upwork -905072753Membe Dublin IE 10.79 USD,-10.79,debit,ok,31 MAR 30 MAR Upwork -905072753Membe Dublin IE 44.20 10.79 USD
2026-04-03,PETRON ML3 JLN KLG LAM KUALA LUMPUR MY,-44.88,debit,ok,03 APR 01 APR PETRON ML3 JLN KLG LAM KUALA LUMPUR MY 44.88
2026-04-03,LOVE AND CO- MV GEN - 5/12 INSTALMENT,-249.91,debit,ok,03 APR 03 APR LOVE AND CO- MV GEN - 5/12 INSTALMENT 249.91
2026-04-03,NESH MARKETING - 24 - 1/24 INSTALMENT,-112.0,debit,ok,03 APR 03 APR NESH MARKETING - 24 - 1/24 INSTALMENT 112.00
2026-04-03,"TNS LIVING SG BULOH - 1/12 INSTALMENT ",-132.33,debit,ok,"03 APR 03 APR TNS LIVING SG BULOH - 1/12 INSTALMENT 132.33 Your charge(s) for this month RM3,444.05 ***Please forward your payment by 24 APR 2026. Thank You. Summary of Instalment Plan instalment Plan"
