date,description,amount,type,confidence,raw
2026-02-22,PAYMENT - THANK YOU CR,-1379.91,credit,ok,"22 FEB 22 FEB PAYMENT - THANK YOU 1,379.91 CR"
2026-02-04,PETRON ML3 JLN KLG LAM KUALA LUMPUR MY,-55.99,debit,ok,04 FEB 02 FEB PETRON ML3 JLN KLG LAM KUALA LUMPUR MY 55.99
2026-02-08,IPY*BLACKBIXON CAFE - SELANGOR MY,-66.1,debit,ok,08 FEB 06 FEB IPY*BLACKBIXON CAFE - SELANGOR MY 66.10
2026-02-08,IPY*BLACKBIXON CAFE - SELANGOR MY,-228.05,debit,ok,08 FEB 06 FEB IPY*BLACKBIXON CAFE - SELANGOR MY 228.05
2026-02-08,GP MCDONALD'S-SHELL TMN D KUALA LUMPUR,-25.6,debit,ok,08 FEB 07 FEB GP MCDONALD'S-SHELL TMN D KUALA LUMPUR 25.60
2026-02-08,GP BRANDS OUTLET KUALA LUMPUR,-69.8,debit,ok,08 FEB 07 FEB GP BRANDS OUTLET KUALA LUMPUR 69.80
2026-02-09,GP PETRON ML3 JLN KLG LAM KUALA LUMPUR,-51.94,debit,ok,09 FEB 08 FEB GP PETRON ML3 JLN KLG LAM KUALA LUMPUR 51.94
2026-02-10,GP MASTER LEE HOTPOT KUC KUALA LUMPUR,-88.9,debit,ok,10 FEB 08 FEB GP MASTER LEE HOTPOT KUC KUALA LUMPUR 88.90
2026-02-12,GP BREW & BREAD-TMN DESA KUALA LUMPUR,-41.8,debit,ok,12 FEB 11 FEB GP BREW & BREAD-TMN DESA KUALA LUMPUR 41.80
2026-02-13,GP PADI HOUSE-THE GARDENS KUALA LUMPUR,-15.0,debit,ok,13 FEB 12 FEB GP PADI HOUSE-THE GARDENS KUALA LUMPUR 15.00
2026-02-15,GP SFC-SYMPHONY SQUARE PETALING JAYA,-10.2,debit,ok,15 FEB 13 FEB GP SFC-SYMPHONY SQUARE PETALING JAYA 10.20
2026-02-15,PETRON TAMAN SHAMELIN KUALA LUMPUR MY,-62.7,debit,ok,15 FEB 13 FEB PETRON TAMAN SHAMELIN KUALA LUMPUR MY 62.70
2026-02-16,GP TAIER-PDH KUALA LUMPUR,-158.92,debit,ok,16 FEB 15 FEB GP TAIER-PDH KUALA LUMPUR 158.92
2026-02-19,GP EASY CAFE TANJUNG MALIM,-45.05,debit,ok,19 FEB 16 FEB GP EASY CAFE TANJUNG MALIM 45.05
2026-02-19,7 ELEVEN MALAYSIA SDN Tanjong Malim MY,-20.5,debit,ok,19 FEB 16 FEB 7 ELEVEN MALAYSIA SDN Tanjong Malim MY 20.50
2026-02-19,PETRON TANJUNG MALIM TANJUNG MALIM MY,-109.7,debit,ok,19 FEB 17 FEB PETRON TANJUNG MALIM TANJUNG MALIM MY 109.70
2026-02-20,GP KGB-THE GARDENS KUALA LUMPUR,-27.75,debit,ok,20 FEB 19 FEB GP KGB-THE GARDENS KUALA LUMPUR 27.75
2026-02-20,GP ACE -MV KUALA LUMPUR,-14.8,debit,ok,20 FEB 19 FEB GP ACE -MV KUALA LUMPUR 14.80
2026-02-22,"GP ALI, MUTHU & AH HOCK P SELANGOR",-33.05,debit,ok,"22 FEB 20 FEB GP ALI, MUTHU & AH HOCK P SELANGOR 33.05"
2026-02-23,BIG-IPC PETALING JAYA MY,-88.0,debit,ok,23 FEB 21 FEB BIG-IPC PETALING JAYA MY 88.00
2026-02-23,GP OMEGA PORK NOODLE SDN. SELANGOR,-25.0,debit,ok,23 FEB 22 FEB GP OMEGA PORK NOODLE SDN. SELANGOR 25.00
2026-02-24,DE MARKET KUALA LUMPUR MY 3 43667590165bb6353 DOO00cbbb1L5 DOOO03707e2 Visa Signature cara number 4386 7590 1856 6353 005796-031957-031420/03-06,-68.3,debit,ok,24 FEB 23 FEB DE MARKET KUALA LUMPUR MY 68.30 3 43667590165bb6353 DOO00cbbb1L5 DOOO03707e2 Visa Signature cara number 4386 7590 1856 6353 005796-031957-031420/03-06
2026-02-25,PETRON ML3 JLN KLG LAM KUALA LUMPUR MY,-64.02,debit,ok,25 FEB 23 FEB PETRON ML3 JLN KLG LAM KUALA LUMPUR MY 64.02
2026-02-26,SPOTIFY STOCKHOLM — SE,-30.9,debit,ok,26 FEB 25 FEB SPOTIFY STOCKHOLM — SE 30.90
2026-03-01,GP PERCENTAGE ARABICA TRX KUALA LUMPUR,-22.05,debit,ok,01 MAR 28 FEB GP PERCENTAGE ARABICA TRX KUALA LUMPUR 22.05
2026-03-01,GP EXALTECH PETALING JAYA,-899.0,debit,ok,01 MAR 28 FEB GP EXALTECH PETALING JAYA 899.00
2026-03-01,GP MR DIY (KUCHAI)-PMIV KUALA LUMPUR,-40.2,debit,ok,01 MAR 28 FEB GP MR DIY (KUCHAI)-PMIV KUALA LUMPUR 40.20
2026-03-03,PETRON ML3 JLN KLG LAM KUALA LUMPUR MY,-52.92,debit,ok,03 MAR 01 MAR PETRON ML3 JLN KLG LAM KUALA LUMPUR MY 52.92
2026-03-03,"LOVE AND CO- MV GEN - 4/12 INSTALMENT ",-249.91,debit,ok,"03 MAR 03 MAR LOVE AND CO- MV GEN - 4/12 INSTALMENT 249.91 Your charge(s) for this month RM2,416.24 ***Please forward your payment by 24 MAR 2026. Thank You. Summary of Instalment Plan instalment Plan"
